#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
15,TREVOR LAWRENCE,QB,JAC,18.7,9.2,15.4,16.5,15.7,15.7,18.1,15.7,BYE,4.1,32.2,25.6,25.1,20.4,14.7,11.3,-,,17.2,258.3
16,MATTHEW STAFFORD,QB,LAR,14.5,16,13.5,17.2,16.9,13.2,15,12.4,-,BYE,10.7,24.4,23,23.7,18.5,20.7,14.6,,16.9,254.1
17,CEEDEE LAMB,WR,DAL,7.7,14.3,6.2,10.8,4.9,11.7,BYE,29,17.1,28.5,10.5,13.3,20.6,13.1,11.6,19.2,27.2,,15.4,245.7
18,TYREEK HILL,WR,MIA,33.5,10,21.7,7.2,24.1,22.3,14.8,17.2,4.5,BYE,20.6,16.4,27.3,6.1,-,9.9,7.6,,16.2,243.2
19,RAHEEM MOSTERT,RB,LV,11,24.7,38.2,2.5,13.8,31.2,5.1,10.6,14.5,-,9.3,21.4,11.1,22,16.3,11,-,,16.2,242.7
20,JUSTIN HERBERT,QB,LAC,20.9,22.2,29.3,24.4,BYE,19.1,12.9,24,7.1,29.4,25.7,14.4,8,2.8,-,-,-,,18.5,240.2
21,JUSTIN FIELDS,QB,NYJ,15.5,16.7,11.7,28.9,33,5.9,BYE,-,-,-,21.2,10.6,-,24.7,11.6,25.5,25.2,,19.2,230.6
22,KYREN WILLIAMS,RB,LAR,17.4,22,6.5,24.7,5.7,21.8,-,-,-,BYE,-,32.4,17.2,11.3,19.5,16.4,28.1,,18.6,223.0
23,DEREK CARR,QB,FA,15.6,7.7,8.1,3.2,15.7,17.3,18.4,18.3,16.7,5.4,-,11.9,9.9,11.8,20.3,26,15.6,,13.9,222.0
24,TRAVIS ETIENNE,RB,JAC,16.4,4.2,13.8,7.2,32.4,20.3,19.7,22.9,BYE,4.4,5.9,8.6,13.9,13.2,5.9,3.1,23.8,,13.5,215.7
25,GENO SMITH,QB,LV,9.1,23.1,16.4,8.2,-,13,14.8,15.9,3.7,24.1,13.2,8.3,31,-,-,17.3,16.9,,15.4,214.9
26,JOSHUA DOBBS,QB,NE,1,25.2,17.1,23.4,10.7,11.1,16.1,24.9,24.9,25.1,17.9,8.5,-,4.6,-,-,-,,16.2,210.7
27,MIKE EVANS,WR,TB,12.6,23.1,12,4,BYE,4.9,14.2,9.9,8.7,20.3,10.3,19,22.2,0.8,11.7,20.6,7,,12.6,201.3
28,DERRICK HENRY,RB,BAL,11.9,15.5,2,23.4,6.2,17.3,-,12.2,16.2,2,4.4,19.6,24,17.1,1,20.4,4.2,,12.3,197.4
29,GARDNER MINSHEW,QB,KC,0,11.1,13.1,-,6.3,12.6,28.1,15.8,9.6,6.7,-,15.6,18.7,15.1,20.6,10.1,13.3,,13.1,196.7
30,RACHAAD WHITE,RB,TB,4.9,16.3,4.2,7.8,BYE,3.8,9.9,10.9,23.9,15.8,11.8,11,16.6,19.5,19.9,13.7,4.6,,12.2,194.6
31,AMON-RA ST BROWN,WR,DET,13.1,8.2,10.6,11.6,-,18.4,10.2,10.8,BYE,22.5,13.7,9.5,10.9,2.1,17.2,16.6,16.1,,12.8,191.5
32,JOE MIXON,RB,HOU,7.3,9.5,13,7.6,9.4,6.2,BYE,17,12.8,10.5,16,6,23.7,18.5,12.1,7,14.7,,12.0,191.3
33,BREECE HALL,RB,NYJ,14.7,0.9,2.7,6.9,25.4,15.3,BYE,15.3,6,7.5,13.3,4.9,4.5,18.6,1.8,31.1,18.6,,11.7,187.5
34,AJ BROWN,WR,PHI,7.9,2.9,13.1,29.5,12.7,13.1,19.7,25,12.6,BYE,0.8,9.7,11.4,7.4,5.6,8,5.3,,11.5,184.7
35,DJ MOORE,WR,CHI,2.5,10.4,10.1,19.1,41,5.1,5.4,5.5,2.4,5.9,15.6,11.4,BYE,20.8,5.2,1.8,21.9,,11.5,184.1
36,JAMES COOK,RB,BUF,6.3,15.9,11.2,13.7,2.1,7.1,16.2,7.3,3.9,10,16.2,10,BYE,20.1,34.1,5,4.4,,11.5,183.5
37,PUKA NACUA,WR,LAR,11.9,15.1,7.2,22.3,13.1,2.6,15.4,4.3,3.2,BYE,13.7,2.7,19.9,9,5.3,24,13.7,,11.5,183.4
38,DAVID MONTGOMERY,RB,DET,13.4,11.4,-,32.1,18.9,3.3,-,-,BYE,17.6,15.8,15.1,11.5,8.5,8.2,12.9,12.5,,13.9,181.2
39,JAHMYR GIBBS,RB,DET,6,5.6,8.2,5.1,-,-,18.6,24.9,BYE,23.2,15.5,7.3,5.4,14.2,22.8,20,4.3,,12.9,181.1
40,DEEBO SAMUEL,WR,WAS,6.3,16.1,19.1,0.6,8.5,1.1,-,-,-,11.9,6.2,15.4,31.8,27,17.9,5.4,13.2,,12.9,180.5
41,GUS EDWARDS,RB,FA,5.2,12.2,5.1,4.9,4.8,5.3,20.4,27.4,17.2,8.8,19,3.7,-,1.5,12.9,13,10.8,,10.8,172.2
42,BRANDON AIYUK,WR,SF,24.9,4.3,-,14.8,5.8,7.6,5.7,10.9,BYE,11.5,21.6,11,10.6,10.6,3.7,11.3,17.4,,11.4,171.7
43,DESMOND RIDDER,QB,CIN,7.9,22.4,6.3,8.2,26.2,19.1,13.8,3.4,-,8.7,-,11.7,8.8,26.4,8.9,-,-0.3,,12.3,171.5
44,BRANDON AUBREY,K,DAL,10,18,11,12,6,8,BYE,13,7,7,9,9,15,22,4,9,11,,10.7,171.0
45,KEENAN ALLEN,WR,FA,8.2,23.1,27.5,9.2,-,14.5,5.5,6.9,7.7,29.5,17.6,8.6,5.8,6.8,-,-,-,,13.1,170.9
46,ISIAH PACHECO,RB,KC,5.4,7,13.8,21.8,12.4,9.8,12,3.7,6.6,BYE,9.1,20.9,18.3,-,-,6.6,22.5,,12.1,169.9
47,BIJAN ROBINSON,RB,ATL,14.3,17.2,6,13.7,9.8,8,0.3,12.2,3.9,16.6,BYE,24.3,7.9,14.8,-0.6,12.2,8.6,,10.6,169.2
48,BALTIMORE RAVENS,DST,BAL,11,3,7,17,6,11,14,6,15,14,6,15,BYE,7,9,15,10,,10.4,166.0
49,JEROME FORD,RB,CLE,1.6,21.1,17.1,4.5,BYE,9.1,15.4,3.9,7.7,10.9,9.9,7.9,11.2,8.2,3.1,8.3,24.1,,10.3,164.0
50,KENNETH WALKER,RB,SEA,6.7,17.4,27.6,13.9,BYE,14.9,11.1,7,1.7,18.7,1.6,-,-,5.4,17.2,5.6,13.5,,11.6,162.3
51,BRYCE YOUNG,QB,CAR,9.5,13.5,-,7.2,20.3,12.7,BYE,14.5,12,9.2,6.2,8.1,8.1,7.5,7.6,22.2,3.7,,10.8,162.2
52,DALLAS COWBOYS,DST,DAL,37,15,1,27,-1,4,BYE,15,2,8,21,16,-1,11,0,1,6,,10.1,162.0
53,JAMARR CHASE,WR,CIN,4.1,3.1,14.1,7.3,37.2,8,BYE,15.2,4.1,18.4,7.2,8.1,20.6,2.9,6.4,-,4.1,,10.7,160.8
54,SAQUON BARKLEY,RB,PHI,6.3,21.2,-,-,-,9.8,15.8,12.8,11.3,6.1,26,5.2,-,20.1,3.7,16.4,5.8,,12.3,160.5
55,DANDRE SWIFT,RB,CHI,0.3,24.1,13.8,13.9,10.8,9.8,7.5,12.4,7.4,-,16.7,8.4,2,3.9,7.5,15.2,6.6,,10.0,160.3
56,DK METCALF,WR,PIT,10.7,7.5,11.2,9.4,-,6.9,-,6.7,5,9.8,15.4,3.2,31.4,11.2,7.8,11.6,10.6,,10.6,158.4
57,STEFON DIGGS,WR,NE,16.2,6.6,11.1,30,16.1,10,11.8,7,16.6,3.4,2.7,13.4,-,2.4,4.8,2.9,3.1,,9.9,158.1
58,ALVIN KAMARA,RB,NO,-,-,-,8.4,15.7,10.4,17.3,23,7,11.5,BYE,11.9,22.9,10.5,11,3.5,4.9,,12.2,158.0
59,JUSTIN TUCKER,K,FA,5,11,7,4,4,19,8,8,14,7,11,10,-,12,12,16,8,,9.8,156.0
60,AMARI COOPER,WR,FA,3.7,9,17.6,1.6,-,10.8,2.2,8.9,19.9,9.8,3.4,1.6,3.4,5.7,16.9,40.5,-,,10.3,155.0
61,NICO COLLINS,WR,HOU,8,20.6,3.4,28.8,3.9,8,BYE,3,11.4,-,6.5,16.4,25.1,1.3,-,9.8,8.7,,11.1,154.9
62,KIRK COUSINS,QB,ATL,17.5,28.6,26.7,11.6,19.9,8.7,22,19.9,-,-,BYE,-,-,-,-,-,-,,19.3,154.7
63,BRIAN ROBINSON,RB,WAS,12.6,26.9,7,11.1,4.3,11.6,8.3,7.9,10.7,21.7,13.2,6.4,5.3,BYE,-,-,7.6,,11.0,154.6
64,JOE BURROW,QB,CIN,3.2,16.4,9.2,4.7,24.4,14.8,BYE,27.6,22.3,21.9,8.7,-,-,-,-,-,-,,15.3,153.2
65,TONY POLLARD,RB,TEN,20.2,12.9,12.1,6,4.4,11,BYE,5.5,6.3,5.5,14,16.3,14.3,9.6,5.7,4.3,4.9,,9.6,153.0
65,CLEVELAND BROWNS,DST,CLE,9,7,12,4,BYE,6,16,5,23,15,7,3,-1,12,13,7,15,,9.6,153.0
67,JAKE ELLIOTT,K,PHI,18,12,11,18,11,2,7,10,4,BYE,3,9,7,10,5,17,8,,9.5,152.0
68,DAVANTE ADAMS,WR,LAR,6.6,14.4,29.2,7.5,4.5,2.9,5.7,1.1,3.4,8.6,14.2,7.3,-,5.3,16.1,0.4,24.6,,9.5,151.8
69,DEVON ACHANE,RB,MIA,-,0.9,47.3,24,20.5,-,-,-,-,BYE,0.5,-,22.3,7.1,6.2,3.1,19.7,,15.2,151.6
70,JASON MYERS,K,SEA,8,7,18,6,BYE,9,9,6,3,21,15,9,5,5,9,8,13,,9.4,151.0
71,DUSTIN HOPKINS,K,CLE,12,9,12,5,BYE,17,22,8,10,14,7,6,8,9,8,2,-,,9.9,149.0
72,JAMES CONNER,RB,ARI,7,16.6,17.6,5.6,4.6,-,-,-,-,7.3,6.3,3.2,22.5,BYE,14.9,17.2,25.3,,12.3,148.1
73,NAJEE HARRIS,RB,LAC,3.3,4.3,6.5,10.3,4,-,12.8,5.5,13.6,15.6,3.6,15.9,7.7,4.8,1.3,13.8,24.2,,9.2,147.2
74,BUFFALO BILLS,DST,BUF,5,10,32,9,9,7,2,6,1,6,21,2,BYE,6,9,5,17,,9.2,147.0
74,CAIRO SANTOS,K,CHI,7,7,4,4,17,9,8,1,5,12,17,14,BYE,11,6,10,15,,9.2,147.0
76,DEVONTA SMITH,WR,PHI,10.7,19.1,2.8,7.8,0.6,4.4,4.9,15.9,11.1,BYE,9.9,16.6,15.6,5.3,5,13.9,3,,9.2,146.6
77,MATT GAY,K,WAS,3,8,24,1,12,10,8,10,11,6,-,10,14,0,13,4,12,,9.1,146.0
77,HARRISON BUTKER,K,KC,8,5,12,11,10,17,7,11,3,BYE,6,7,7,5,11,2,24,,9.1,146.0
79,GEORGE PICKENS,WR,DAL,3.6,18.7,7.5,2.5,20.6,-,10.7,8.2,-0.1,4.5,3.7,5.8,8.6,1.9,4.7,31.5,13.1,,9.1,145.5
80,SAM LAPORTA,TE,DET,3.9,6.3,14.4,5.6,16.7,3.6,5.2,11.7,BYE,4,3.8,12.7,20,2.7,23.6,1.8,8.4,,9.0,144.4
81,JOSH JACOBS,RB,GB,7.1,4.9,8,19.9,14.9,9.3,4.1,14.8,21.8,10.7,5.1,18.5,-,5,-,-,-,,11.1,144.1
82,JASON SANDERS,K,MIA,14,6,10,2,8,6,6,7,2,BYE,11,12,10,9,12,22,7,,9.0,144.0
83,MIAMI DOLPHINS,DST,MIA,2,9,8,-2,11,5,12,6,5,BYE,12,21,12,12,24,7,-1,,8.9,143.0
84,JAYDEN REED,WR,GB,4.6,15.7,6.3,7.5,0.7,BYE,8.1,8.3,4,14.4,15.2,11,1.6,12.5,11.2,-,20.9,,9.5,142.0
85,ZACK MOSS,RB,FA,-,16.7,20.5,9,31.5,11.9,6.2,13.4,2.6,0.2,-,7,5.7,5.6,9.3,-,-,,10.7,139.6
86,JORDAN ADDISON,WR,MIN,12.1,13.2,5.2,0,12.4,8.8,24.3,14.4,5.2,6.9,4.4,3.9,BYE,2.7,23.1,0.2,2.8,,8.7,139.6
87,NEW YORK JETS,DST,NYJ,20,0,4,7,18,11,BYE,8,5,8,2,13,9,12,2,8,12,,8.7,139.0
88,MICHAEL PITTMAN,WR,IND,15.7,5.6,7.7,3.5,5.2,10.9,14.3,10,6.4,8.4,BYE,10.7,16.5,11.5,7.8,-,4.6,,9.3,138.8
89,GEORGE KITTLE,TE,SF,1.9,3,9,0.9,24.7,0.1,8,14.9,BYE,17.6,14.9,1.9,6.8,13.6,5.4,12.6,2.9,,8.6,138.2
90,BLAKE GRUPE,K,NO,12,8,5,10,14,9,11,8,8,4,BYE,19,4,4,8,2,12,,8.6,138.0
90,LAS VEGAS RAIDERS,DST,LV,3,-2,1,4,12,9,4,13,19,8,8,0,BYE,12,25,21,1,,8.6,138.0
90,DEANDRE HOPKINS,WR,BAL,6.5,4,4.8,6.3,14,2,-,30.8,6.5,2.7,11.9,4.9,13.9,18.4,2.1,2,7.2,,8.6,138.0
93,CALVIN RIDLEY,WR,TEN,16.1,3.2,4,9.8,13.6,2.6,0.5,8.3,-,2,24.1,16.9,3.3,5.3,3.9,19.8,3.9,,8.6,137.3
94,BRANDON MCMANUS,K,GB,8,10,5,14,6,17,8,16,-,3,10,14,8,3,1,0,14,,8.6,137.0
94,SAN FRANCISCO 49ERS,DST,SF,13,5,8,2,16,7,2,4,BYE,20,9,14,4,9,12,3,9,,8.6,137.0
96,CAMERON DICKER,K,LAC,12,10,4,6,BYE,5,7,16,11,9,8,4,6,1,3,21,13,,8.5,136.0
97,NEW ORLEANS SAINTS,DST,NO,10,7,10,3,24,5,4,4,13,1,BYE,5,0,21,14,0,14,,8.4,135.0
97,INDIANAPOLIS COLTS,DST,IND,11,9,9,3,4,1,5,-1,26,16,BYE,11,17,7,14,0,3,,8.4,135.0
99,CHUBA HUBBARD,RB,CAR,6.9,5,0.4,5.3,3.5,15,BYE,5.4,6.7,3.9,6.5,15.2,22.4,9.6,10.3,11.1,7.1,,8.4,134.3
100,KYLER MURRAY,QB,ARI,-,-,-,-,-,-,-,-,-,18.3,22.7,20.4,11.8,BYE,15.3,20.4,24.7,,19.1,133.6
101,RASHEE RICE,WR,KC,8.6,2,5.9,3.2,9.3,7.2,12,5.6,7.7,BYE,4.2,16.7,6.4,11.2,15.1,5.7,12.7,,8.3,133.5
102,YOUNGHOE KOO,K,ATL,7,13,7,1,7,5,13,12,19,5,BYE,6,8,5,1,19,5,,8.3,133.0
102,GREG ZUERLEIN,K,FA,11,-,6,4,18,14,-,7,8,16,0,1,7,17,0,14,10,,8.9,133.0
104,CHRIS OLAVE,WR,NO,11.2,8.6,10.4,0.4,7.2,9.6,5.7,4.6,10.6,15.4,BYE,11.4,11.9,8.8,-,14.3,2.6,,8.8,132.7
105,JAYLEN WARREN,RB,PIT,1.8,8.6,5.2,5.5,7.9,BYE,9.1,3.8,11.3,17,20.5,4.2,5.5,4,6.8,5.4,15.8,,8.3,132.4
106,EVAN MCPHERSON,K,CIN,4,6,19,3,12,7,BYE,9,6,11,10,5,13,10,9,3,5,,8.3,132.0
107,JAKE BROWNING,QB,CIN,-0.1,-,-,-,-,-,BYE,-,-,-,10.7,13,25.7,24.7,20,16.4,21.1,,16.4,131.4
108,COURTLAND SUTTON,WR,DEN,9.2,6.6,11.1,8.7,1.3,10.6,13.6,8.9,BYE,9.3,12.6,6.1,13.7,12.2,7.1,0,-,,8.7,131.0
108,PITTSBURGH STEELERS,DST,PIT,4,26,11,-1,18,BYE,5,10,7,8,7,10,2,4,4,13,3,,8.2,131.0
110,TYLER BASS,K,BUF,13,8,15,14,2,2,5,6,4,2,17,12,BYE,8,7,6,9,,8.1,130.0
111,AUSTIN EKELER,RB,WAS,22.4,-,-,-,-,6.2,4.6,16.3,19,17.5,5,4.4,2.7,16,3.8,8.6,3,,10.0,129.5
112,ZAY FLOWERS,WR,BAL,8.7,6.8,5,5,7.3,11.1,7.5,1.9,1.1,7.3,5,18.2,BYE,14,0.7,13.2,16.6,,8.1,129.4
113,JAKE MOODY,K,SF,14,14,12,5,6,5,7,5,BYE,10,9,7,6,4,10,6,9,,8.1,129.0
114,JAKOBI MEYERS,WR,LV,20.1,-,8.5,3.3,13.5,12.1,11,1.9,11.5,2.1,4.9,14.1,BYE,2.5,13.7,4.2,5.6,,8.6,129.0
115,CHRIS BOSWELL,K,PIT,1,12,15,6,11,BYE,8,4,8,13,4,11,4,6,1,12,12,,8.0,128.0
116,WIL LUTZ,K,DEN,4,9,8,9,7,0,15,6,BYE,15,17,9,5,6,5,1,11,,7.9,127.0
116,NICK FOLK,K,NYJ,18,10,4,11,12,10,BYE,4,11,6,2,7,9,8,5,5,5,,7.9,127.0
116,HOUSTON TEXANS,DST,HOU,8,-1,13,12,4,10,BYE,7,0,8,8,2,10,5,13,7,21,,7.9,127.0
119,ZACH WILSON,QB,MIA,9.2,11.4,6.4,19.2,9.6,10.9,-,12.1,7.2,14.9,7.7,-,-,19.2,-1,-,-,,10.6,126.9
120,ADAM THIELEN,WR,CAR,1.2,13.4,20.5,8.2,16.7,17.5,BYE,7.2,2.9,4.2,7.4,0.2,2.5,7.4,4.3,9.4,3.8,,7.9,126.8
121,JAYLEN WADDLE,WR,MIA,7.8,8.4,-,4.6,9.5,11.1,6.3,18.1,5.4,BYE,5.5,11.4,5.2,7.9,20.2,5.2,-,,9.0,126.6
122,TRAVIS KELCE,TE,KC,-,8.6,12.9,6,12.7,12.4,23.9,5.8,1.4,BYE,8.4,9.1,8.1,8.3,2.8,4.4,1.6,,8.4,126.4
123,CHASE MCLAUGHLIN,K,TB,10,9,3,10,BYE,6,7,6,16,8,2,8,3,11,11,14,1,,7.8,125.0
123,MINNESOTA VIKINGS,DST,MIN,2,5,2,17,2,21,8,10,5,8,2,11,BYE,20,7,4,1,,7.8,125.0
125,DEVIN SINGLETARY,RB,NYG,1.5,2.4,4.5,7.8,0,6.2,-,4.3,2.6,22.1,17.8,7.2,4,12.5,17,6.3,8.6,,7.8,124.8
126,TERRY MCLAURIN,WR,WAS,3.1,11.4,4.1,14.6,4.9,8.1,9,12.3,7.3,3.3,4.3,5,0,BYE,20.1,5,12.1,,7.8,124.6
127,TJ HOCKENSON,TE,MIN,3.5,18.6,5.8,2.4,5.1,5,8.6,14.8,6.9,19.4,5.5,11,BYE,5.3,6.3,5.8,-,,8.3,124.0
128,MATT PRATER,K,FA,12,9,13,4,2,11,5,5,0,18,6,0,8,-,14,6,9,,7.6,122.0
129,CHRIS GODWIN,WR,TB,5.1,5.8,5.2,11.4,BYE,7.7,6.6,12.8,1.6,5.4,3.9,4.5,7.9,5.3,15.5,7.9,14.1,,7.5,120.7
130,DAVID NJOKU,TE,CLE,2.4,2.8,2,4.6,BYE,2.4,5.4,13.7,8.6,5.8,5.6,5.9,1.7,21.1,16.4,10.4,11.4,,7.5,120.2
131,ANDERS CARLSON,K,FA,10,6,4,8,7,-,5,4,8,7,5,6,11,11,8,11,9,,7.5,120.0
132,KANSAS CITY CHIEFS,DST,KC,4,10,11,5,6,14,10,10,12,BYE,7,2,2,6,7,6,7,,7.4,119.0
133,JAVONTE WILLIAMS,RB,DAL,5.7,5.8,6.5,0.9,-,7.2,9.6,15.8,-,17,5.3,7.1,7,15.1,2,7.9,5.8,,7.9,118.7
134,MAC JONES,QB,SF,25.1,14.7,13.3,2.7,0.4,6.9,20,13.2,12.1,8.3,-,1.6,-,-,-,-,-,,10.8,118.4
135,NATHANIEL DELL,WR,HOU,3.4,13.2,20.5,2.9,5.3,-,BYE,3.1,23.6,12.9,20.9,12.2,0,-,-,-,-,,10.7,118.0
136,JACKSONVILLE JAGUARS,DST,JAC,11,8,-4,20,5,12,9,11,BYE,1,7,4,3,6,5,1,18,,7.3,117.0
137,GABRIEL DAVIS,WR,FA,3.2,15.2,9.3,12.1,16,0.1,0.6,14.7,0,7.6,0,16.5,-,0,0,19,2.1,,7.3,116.4
138,TYLER ALLGEIER,RB,ATL,21.4,4.8,2.9,1.2,6,5.1,11.2,3.1,9,3.8,BYE,6.4,2.6,4,5.1,14.8,14.8,,7.3,116.2
139,TAMPA BAY BUCCANEERS,DST,TB,9,17,5,13,BYE,4,6,4,1,13,4,4,7,7,5,16,1,,7.3,116.0
139,CHICAGO BEARS,DST,CHI,0,2,0,1,10,10,17,1,0,7,9,14,BYE,14,17,3,11,,7.3,116.0
141,EZEKIEL ELLIOTT,RB,FA,2.3,1.3,8.7,2.2,3.8,10.9,9.1,3.6,3.2,8.8,-,5.2,9.2,20,4.6,12,10.5,,7.2,115.4
141,ROMEO DOUBS,WR,GB,14.6,3,13.3,9.5,0.4,BYE,9,7.8,3.6,9.1,11.3,3.7,7.2,3.2,3,13.9,2.8,,7.2,115.4
143,DENVER BRONCOS,DST,DEN,3,0,2,13,8,5,3,17,BYE,8,9,16,5,14,-2,5,9,,7.2,115.0
144,AIDAN OCONNELL,QB,LV,-,-,-,10.8,-,-,6,-,8.4,9.4,12.1,13.9,BYE,6,25.9,2.1,20.3,,11.5,115.0
145,GARRETT WILSON,WR,NYJ,9.4,14.3,4.8,6,5.4,9,BYE,10.6,6,9.3,-1.1,10.4,5,11.1,2.9,6.8,4.9,,7.2,114.8
146,KENNY PICKETT,QB,CLE,11.7,11.3,18.5,4.5,12.4,-,15.2,3.9,10.3,6.6,5.1,11.6,3.1,-,-,-,-,,9.5,114.2
147,NEW YORK GIANTS,DST,NYG,-1,-1,1,3,12,5,14,12,-1,0,23,12,BYE,8,1,10,16,,7.1,114.0
148,JONATHAN TAYLOR,RB,IND,-,-,-,-,3.4,6.5,18,9.7,12.9,13.5,BYE,21.1,-,-,-,10.3,16.4,,12.4,111.8
149,DANIEL CARLSON,K,LV,5,5,4,5,5,13,7,2,14,14,8,5,BYE,0,9,6,9,,6.9,111.0
150,JUSTIN JEFFERSON,WR,MIN,15,13.9,20.9,20.5,2.8,-,-,-,-,-,-,-,BYE,2.7,8.4,20.1,5.9,,12.2,110.2
151,GREG JOSEPH,K,SF,5,4,6,3,9,11,12,6,11,10,8,4,-,3,6,6,6,,6.9,110.0
151,CINCINNATI BENGALS,DST,CIN,7,6,11,5,16,12,BYE,9,6,6,2,5,3,11,7,0,4,,6.9,110.0
153,BRANDIN COOKS,WR,NO,2.2,-,1.7,2.7,1.3,11,-,11.2,0.7,23.3,4.2,13.2,12.5,3.7,1,8.3,12,,7.3,109.0
153,EDDY PINEIRO,K,FA,5,13,11,9,6,3,-,10,8,7,5,6,4,7,9,6,-,,7.3,109.0
155,JOE FLACCO,QB,CLE,-,-,-,-,BYE,-,-,-,-,-,-,-,17.2,21.3,19.9,26.8,23.7,,21.8,108.8
156,TYLER LOCKETT,WR,TEN,1,17.9,5.4,5.4,-,9.4,3.8,14.1,3.2,15.2,5.1,3,4.7,8.9,2.1,8.1,1,,6.8,108.3
157,RHAMONDRE STEVENSON,RB,NE,8.9,12,6.2,4,2.4,13,8.5,5,18.9,10.2,BYE,16.7,1.9,-,-,-,-,,9.0,107.7
158,KAIMI FAIRBAIRN,K,HOU,9,8,13,12,15,8,BYE,1,6,-,-,-,-,-,17,2,16,,9.7,107.0
158,SEATTLE SEAHAWKS,DST,SEA,1,13,3,30,BYE,6,8,10,1,5,4,8,0,6,5,7,0,,6.7,107.0
160,WILL LEVIS,QB,TEN,-,-,-,-,-,-,BYE,26.6,9.7,7,12.5,7.1,11.5,17.6,15.5,-,-1.4,,11.8,106.0
160,GREEN BAY PACKERS,DST,GB,15,3,5,3,9,BYE,2,7,12,1,5,15,6,4,6,1,12,,6.6,106.0
160,NEW ENGLAND PATRIOTS,DST,NE,6,5,9,3,1,3,5,5,8,6,BYE,12,7,5,7,15,9,,6.6,106.0
163,COOPER KUPP,WR,SEA,-,-,-,-,11.8,20.8,4.9,2.1,4.8,-,1.1,1.8,9.9,17.5,17.1,4.9,8.7,,8.8,105.4
164,LOS ANGELES CHARGERS,DST,LAC,0,5,8,14,BYE,8,4,9,27,-4,3,3,17,4,-3,7,3,,6.6,105.0
165,COLE KMET,TE,CHI,4.4,3.8,2.2,20.6,10.2,0.9,0,7.9,17.5,4.6,2,4.3,BYE,6.6,8.3,10.7,0,,6.5,104.0
166,KAREEM HUNT,RB,KC,-,-,3.5,1.2,-,13.1,15.1,12.7,9.8,9.2,3.7,2.2,4.8,9,2,7.6,9.1,,7.4,103.0
167,TAYSOM HILL,TE,NO,0.4,7.7,2.1,2.2,2,5.3,12.8,21.5,16.6,2.3,BYE,6.1,13.4,-,0.5,0.2,9.5,,6.8,102.6
168,EVAN ENGRAM,TE,DEN,4.9,5.7,6.7,5.9,2.8,4.1,4.5,6.8,BYE,1.2,2.9,4.9,14.2,21.5,2.8,7.5,6,,6.4,102.4
169,DRAKE LONDON,WR,ATL,0,12.7,3.1,8.8,8.7,12.5,5.4,5.5,-,3.6,BYE,9.1,0.8,19.2,2.4,3.9,5.6,,6.8,101.3
